session_id,user_id,campaign_id,session_start,session_end,device_type,country,utm_campaign,utm_source,utm_medium
S0004080,U003094,,2024-12-14 22:41:12,2024-12-14 22:45:18,desktop,USA,,organic,organic
S0004081,U001796,,2024-08-12 03:48:58,2024-08-12 03:52:44,mobile,usa,,direct,none
S0004082,U002226,,2024-04-02 02:10:04,2024-04-02 02:11:40,mobile,US,,facebook,social
S0004083,U003840,,2026-01-13 22:09:17,2026-01-13 22:12:49,desktop,US,, google,ORGANIC
S0004084,U007228,C00217,2024-07-01 07:28:36,2024-07-01 07:30:14,mobile,US,Bundle & Save 2025 – Outdoor,email,email
S0004085,U008158,C00513,2024-12-31 03:24:28,2024-12-31 03:30:57,DESKTOP,US,,organic,organic
S0004086,,C00568,2024-04-18 12:01:37,2024-04-18 12:05:04,mobile,US,clearance 2025 – decor,email,email
S0004087,U002121,C00063,2024-12-11 11:09:35,2024-12-11 11:16:29,desktop,United Kingdom,Bundle & Save 2025 – Kitchen,google,cpc
S0004088,U002166,C00441,2025-05-26 11:53:13,2025-05-26 11:58:27,mobile,US,New Arrivals 2026 – Office,google,cpc
S0004089,U008032,C00249,2024-03-27 04:44:13,2024-03-27 04:46:25,DESKTOP,US, Holiday Prep 2024 – Storage ,direct,social
S0004090,U006777,,2025-10-30 13:30:27,,desktop,US,,email,social
S0004091,,C00777,2025-07-14 05:56:39,,mobile,  US   ,Back to School 2024 – Outdoor,email,email
S0004092,U004840,C00136,2025-03-12 06:48:45,2025-03-12 06:50:22,mobile,US,,facebook,social
S0004093,U007420,C00597,2025-07-25 00:08:20,,DESKTOP,us,,facebook,cpc
S0004094,U004482,,2024-04-10 12:02:14,2024-04-10 12:14:42,desktop,US,,google,cpc
S0004095,U002770,C00420,2024-03-12 08:29:51,2024-03-12 08:36:14,tablet,brazil,Cozy Home 2025 – Outdoor,google,cpc
S0004096,U002492,C00691,2025-01-18 02:40:26,2025-01-18 02:41:55,desktop,US,Holiday Prep 2025 – Storage,facebook,SOCIAL
S0004097,U007694,,2024-04-12 12:11:38,2024-04-12 12:16:16,MOBILE,US,,organic,none
S0004098,U001119,C00666,2025-03-31 11:58:36,2025-03-31 12:02:48,desktop,CA,Bundle & Save 2024 – Bedroom,facebook,social
S0004099,U003489,,2025-08-16 09:49:17,2025-08-16 09:56:24,MOBILE,US,, facebook  ,social
S0004100,U002662,C00136,2024-04-07 22:43:33,2024-04-07 22:48:56,mobile,DE,,facebook,cpc
S0004101,U001910,,2025-06-09 00:03:45,2025-06-09 00:07:17,mobile,usa,,facebook, email   
S0004102,U006169,C00489,2024-09-14 08:27:04,2024-09-14 08:30:20,mobile,UK,New Arrivals 2026 – Kitchen,google,cpc
S0004103,,,2024-09-21 15:03:40,,mobile,United States,,google,none
S0004104,U008924,,2025-12-06 20:50:14,2025-12-06 20:58:22,desktop,UNITED STATES,,google,CPC
S0004105,U002738,,2024-06-29 15:55:39,2024-06-29 15:59:59,mobile,US,,facebook,cpc
S0004106,U003963,C00769,2026-01-09 04:39:17,2026-01-09 04:41:54,mobile,us,Summer Sale 2025 – Outdoor,email,email
S0004107,,C00217,2025-11-02 09:58:50,2025-11-02 10:01:20,mobile,Brazil,Bundle & Save 2025 – Outdoor,google,organic
S0004108,U004124,C00092,2025-07-23 08:49:35,2025-07-23 08:52:46,mobile,US,,direct,  none    
S0004109,U004958,,2025-12-01 00:15:06,2025-12-01 00:22:50,mobile,US,,organic,referral
S0004110,U000865,,2024-08-02 16:06:55,2024-08-02 16:06:57,desktop,CA,,facebook,social
S0004111,U004310,C00153,2024-01-16 04:57:09,2024-01-16 05:00:40,mobile,US,,google,none
S0004112,U003905,C00161,2024-09-04 10:29:52,2024-09-04 10:30:58,MOBILE,US,weekend flash 2024 – storage,google,none
S0004113,U006365,,2024-05-05 21:28:08,2024-05-05 21:41:34,  desktop   ,  US,,google,cpc
S0004114,U001973,,2024-09-27 18:31:50,2024-09-27 18:36:39,desktop,US,,facebook,social
S0004115,U001672,C00651,2024-08-05 02:08:49,2024-08-05 02:11:24,desktop,MX,BACK TO SCHOOL 2024 – DECOR,referral,referral
S0004116,U007275,,2024-01-10 22:26:07,2024-01-10 22:29:11,desktop,FR,,referral,none
S0004117,U005096,C00496,2025-12-15 23:13:21,2025-12-15 23:15:43,desktop,US,SUMMER SALE 2024 – DECOR,google,cpc
S0004118,U001822,C00500,2024-09-06 04:08:49,2024-09-06 04:09:55,mobile,United States,,facebook,social
S0004119,U003726,,2025-03-24 15:02:04,2025-03-24 15:10:08,mobile,US,,email,social
S0004120,U009273,,2025-10-08 20:06:31,2025-10-08 20:14:12,desktop,US,,  referral  ,referral
S0004121,U004607,,2024-08-28 18:11:15,2024-08-28 18:20:40,mobile,Canada,,GOOGLE,cpc
S0004122,U002029,,2024-09-29 08:10:46,2024-09-29 08:20:14,desktop,CA,,organic,organic
S0004123,U001185,C00504,2024-09-14 17:02:33,2024-09-14 17:06:49,mobile,us,New Arrivals 2025 – Office,facebook,cpc
S0004124,U009369,C00507,2025-02-03 00:24:01,2025-02-03 00:30:39,mobile,US,Summer Sale 2025 – Outdoor,EMAIL,cpc
S0004125,U002449,,2025-06-29 13:39:31,2025-06-29 13:42:33,mobile,US,,organic,organic
S0004126,,C00174,2024-11-14 20:06:11,2024-11-14 20:08:09,mobile,CA   ,,organic,organic
S0004127,U009838,C00470,2025-11-21 06:24:13,2025-11-21 06:28:18,mobile,US,Clearance 2025 – Bath,google,cpc
S0004128,,C00069,2025-03-19 00:13:12,,tablet,United States,Clearance 2025 – Bath,organic,organic
S0004129,U004268,C00777,2025-11-03 21:12:53,,mobile,US,Back to School 2024 – Outdoor,google,none
S0004130,U009141,C00247,2025-02-26 09:35:52,2025-02-26 09:38:37,mobile,France,,email,email
S0004131,U009144,,2024-12-18 06:27:32,2024-12-18 06:29:33,mobile,US,,google,cpc
S0004132,U001112,,2025-03-15 06:26:39,2025-03-15 06:28:51,mobile,US ,,direct,referral
S0004133,U007198,C00424,2025-02-23 23:38:17,2025-02-23 23:40:42,mobile,US,Summer Sale 2025 – Decor,google,none
S0004134,,C00645,2024-11-27 12:45:18,2024-11-27 12:47:43,desktop,US,Bundle & Save 2024 – Decor,email,email
S0004135,U009521,C00102,2025-04-01 21:28:34,2025-04-01 21:33:38,tablet,usa,Weekend Flash 2025 – Decor,google,social
S0004136,,C00215,2024-01-15 06:36:54,2024-01-15 06:39:15,mobile,US,,DIRECT,none
S0004137,U000195,,2024-04-26 06:39:46,2024-04-26 06:43:20,mobile,India,,organic,ORGANIC
S0004138,U001773,C00163,2025-03-18 01:15:48,2025-03-18 01:17:03,mobile,US,,  direct,none
S0004139,U000819,C00061,2025-11-04 21:06:26,2025-11-04 21:12:00,mobile,BR,Summer Sale 2024 – Bedroom,direct,social
S0004140,U004438,C00259,2024-05-06 13:03:08,2024-05-06 13:14:28,desktop,US,,organic,social
S0004141,,C00066,2024-05-26 05:55:59,2024-05-26 05:58:07,desktop,US,Summer Sale 2024 – Decor,google, none 
S0004142,U002370,,2025-02-06 08:26:32,2025-02-06 08:27:46,mobile,United States,,google,cpc
S0004143,,,2025-08-16 05:12:04,2025-08-16 05:17:10,mobile,US,,facebook    ,social
S0004144,,C00169,2024-09-06 14:07:46,2024-09-06 14:11:12,mobile,USA,,facebook,cpc
S0004145,U000027,C00163,2025-03-07 02:12:32,2025-03-07 02:14:07,mobile,US,Summer Sale 2024 – Office,organic,organic
S0004146,U009101,C00054,2024-11-19 06:50:14,,mobile,US,WEEKEND FLASH 2024 – OUTDOOR,google,CPC
S0004147,,C00056,2024-01-13 08:12:54,2024-01-13 08:14:27,desktop,United Kingdom, Weekend Flash 2026 – Decor   ,google,organic
S0004148,U005834,C00424,2024-02-26 12:31:04,2024-02-26 12:33:29,desktop,US,Summer Sale 2025 – Decor,organic,organic
S0004149,U003311,C00253,2025-11-31T09:00:00,2025-07-01 21:13:21,desktop,  US ,Cozy Home 2026 – Kitchen,facebook,cpc
S0004150,U002672,,2024-10-25 03:58:41,2024-10-25 04:04:10,desktop,CA,,facebook,organic
S0004151,U008911,C00555,2024-07-30 05:18:13,2024-07-30 05:21:56,mobile,AU,New Arrivals 2024 – Outdoor,organic,cpc
S0004152,U002557,,2025-05-25 17:20:36,2025-05-25 17:32:32,mobile,US,New Arrivals 2024 – Lighting,google,organic
S0004153,U005348,,2024-07-03 06:51:13,2024-07-03 06:53:51,mobile,US,,organic,organic
S0004154,U007284,C00504,2025-01-09 11:48:58,2025-01-09 12:02:08,mobile,France,New Arrivals 2025 – Office,direct,none
S0004155,U004766,,2025-10-03 02:26:53,2025-10-03 02:32:29,mobile,US,,facebook  ,cpc
S0004156,,C00441,2025-12-01 01:12:52,,desktop,US,New Arrivals 2026 – Office,FACEBOOK,cpc
S0004157,,C00169,2024-07-27 20:05:33,2024-07-27 20:10:41,DESKTOP,US,,facebook,cpc
S0004158,U002093,,2024-01-28 19:50:26,2024-01-28 19:54:27,desktop,US,,google,none
S0004159,,C00186,2024-10-17 21:09:04,2024-10-17 21:11:05,mobile,US,,organic,organic
S0004160,U008036,,2025-06-09 16:00:20,2025-06-09 16:02:17,mobile,United Kingdom ,,google,    organic
S0004161,U002186,C00496,2025-10-10 16:01:09,,desktop, US ,,organic,organic
S0004162,U000390,,2025-03-16 11:20:54,2025-03-16 11:24:01,mobile,US,,email,    email
S0004163,U005587,C00255,2025-12-31 05:51:05,,desktop,US,Clearance 2026 – Kitchen,google,cpc
S0004164,U003768,,2024-10-02 14:56:51,2024-10-02 14:59:33,desktop,  United States   ,,google,cpc
S0004165,U000348,C00470,2024-07-31 04:49:03,2024-07-31 04:51:27,mobile,US,CLEARANCE 2025 – BATH,organic,email
S0004166,U006218,C00750,2024-12-11 19:38:05,2024-12-11 19:39:48,mobile,CA,Bundle & Save 2025 – Decor,EMAIL,email
S0004167,U008656,C00005,2024-11-25 06:58:00,2024-11-25 06:59:10,mobile,Germany,Summer  Sale  2025  –  Outdoor  ,email,email  
S0004168,U007694,C00777,2025-13-01 10:00:00,2024-04-06 02:07:36,mobile,UK,Back to School 2024 – Outdoor,google,organic
S0004169,U006676,C00010,2025-02-05 08:59:42,2025-11-31T09:00:00,mobile,usa,Back to School 2025 – Decor,email,social
S0004170,,C00703,2025-12-22 17:55:26,2025-12-22 18:00:32,mobile,US,Cozy Home 2025 – Bedroom,google,organic
S0004171,U009565,,2025-11-09 12:37:47,2025-11-09 12:56:44,desktop,US,,google,none
S0004172,U005829,,2024-09-22 10:21:29,,desktop,US,,direct,none
S0004173,U005529,C00061,2024-01-13 07:58:37,2024-01-13 08:02:15,tablet,US,,organic,social
S0004174,U008447,,2024-05-02 10:17:23,2024-05-02 10:20:57,mobile,US,,google,cpc
S0004175,U004845,,,2025-07-10 16:36:24,mobile,US,,facebook,cpc
S0004176,U004637,C00080,2025-09-08 10:02:46,2025-09-08 10:13:45,MOBILE,US,,google,organic
S0004177,,C00117,2024-01-30 02:20:01,2024-01-30 02:28:38,mobile,United States,,direct, email
S0004178,U005258,C00494,2024-10-24 19:08:15,2024-10-24 19:09:42,mobile,US  ,Back to School 2025 – Kitchen,organic,organic
S0004179,U000080,,2024-03-09 21:18:46,2024-03-09 21:22:33,mobile,US,,email,email
S0004180,U008270,,2024-09-30 06:47:51,2024-09-30 06:52:12,mobile,mexico,,facebook,cpc
S0004181,U008186,C00218,2024-05-14 01:59:54,2024-05-14 02:03:39,mobile,US,New Arrivals 2025 – Outdoor,google,organic
S0004182,,,2025-02-16 19:56:22,2025-02-16 20:00:08,desktop,USA, Holiday Prep 2024 – Storage ,google,organic
S0004183,U009100,,2025-03-16 22:45:18,2025-03-16 22:48:02,mobile,US,,direct,none
S0004184,U002617,C00659,2024-02-21 16:11:49,2024-02-21 16:17:26,tablet,US,,google,cpc
S0004185,U005935,C00788,2024-11-05 23:42:21,2024-11-05 23:45:08,mobile,US,,ORGANIC,cpc
S0004186,U007501,C00010,2024-01-30 07:09:30,2024-01-30 07:16:32, mobile   ,FR,Back to School 2025 – Decor,referral,none
S0004187,,C00671,2025-10-29 07:36:48,2025-10-29 07:39:00,desktop,US,NEW ARRIVALS 2024 – KITCHEN,google,organic
S0004188,U005448,,2024-10-25 22:16:11,2024-10-25 22:20:27,desktop,US,,google,none
S0004189,,C00489,2024-12-15 15:39:31,2024-12-15 15:40:49,mobile,MX,New Arrivals 2026 – Kitchen,direct,none
S0004190,U007121,,2024-01-26 10:08:54,,DESKTOP,US,,GOOGLE,none
S0004191,,C00785,2024-10-10 16:37:56,2024-10-10 16:41:36,mobile,United Kingdom,Back to School 2025 – Bath,FACEBOOK,SOCIAL
S0004192,U005713,,2024-10-05 14:50:50,2024-10-05 14:54:13,mobile,US,,google,organic
S0004193,U008924,C00582,2024-03-25 11:05:48,2024-03-25 11:07:21,desktop,US,Cozy Home 2024 – Bedroom,facebook,social
S0004194,,,2024-12-16 11:43:26,2024-12-16 11:53:36,mobile,CA,,FACEBOOK,cpc
S0004195,U004497,,2025-07-19 11:23:30,2025-07-19 11:27:23,mobile,CA,,email ,email
S0004196,U008970,C00427,2024-06-22 05:13:27,2024-06-22 05:21:18,mobile,US,New Arrivals 2025 – Bath,google,cpc
S0004197,U008511,,2024-08-07 20:33:25,2024-08-07 20:38:30,mobile,CA,,google,cpc
S0004198,U001344,C00651,2024-01-16 01:06:08,2024-01-16 01:12:01,mobile,US,BACK TO SCHOOL 2024 – DECOR,google,referral
S0004199,U009801,,2026-01-08 01:54:47,2026-01-08 01:58:38,mobile,    US,,google,referral
S0004200,U001992,,2024-11-26 15:25:23,2024-11-26 15:29:33,desktop,US,,email,email
S0004201,U003188,C00427,2024-10-12 08:57:28,2024-10-12 08:59:03,mobile,    US      ,,google,cpc
S0004202,U008848,C00623,2024-07-30 17:17:04,,mobile,US,Clearance 2026 – Bath,google,organic
S0004203,U008891,,2025-11-30 09:17:08,2025-11-30 09:21:28,desktop,US,,google,cpc
S0004204,U009201,,2025-05-13 17:50:50,2025-05-13 18:00:14,mobile,CA,Bundle & Save 2025 – Lighting,google,none
S0004205,U006401,,2024-05-04 18:08:59,2024-05-04 18:15:39,desktop,US,,google,    none
S0004206,U004733,,2024-05-21 18:33:50,2024-05-21 18:37:39,mobile  ,United States,,google,cpc
S0004207,U007991,C00645,2024-01-21 09:17:49,2024-01-21 09:19:35,DESKTOP,us,,EMAIL,email
S0004208,U001847,C00467,2025-12-09 07:37:46,2025-12-09 07:40:17,mobile,United States,Summer Sale 2025 – Storage,google,cpc
S0004209,U000082,C00117,2024-06-26 10:17:51,2024-06-26 10:20:02,mobile,US,Weekend Flash 2025 – Bedroom,ORGANIC,organic
S0004210,U007388,C00063,2025-11-02 16:20:59,2025-11-02 16:28:05,MOBILE,US,Bundle & Save 2025 – Kitchen,facebook,email
S0004211,U002809,,2025-07-01 10:38:54,2025-07-01 10:43:47,mobile,Mexico,,direct,none
S0004212,U003835,C00252,2025-02-23 13:32:47,,mobile,US,Bundle & Save 2025 – Office,email,email
S0004213,U001836,C00717,2024-10-26 17:12:47,2024-10-26 17:23:42,mobile,US,Clearance 2024 – Bedroom,direct,none
S0004214,U008759,C00050,2025-02-18 14:34:16,not_a_time,mobile,United States,Weekend Flash 2026 – Kitchen,direct,cpc
S0004215,U004645,,2025-05-06 16:46:33,2025-05-06 16:49:40,mobile,US,,facebook,organic
S0004216,U002172,C00564,2025-08-10 16:03:01,2025-08-10 16:07:39,desktop,Brazil,New Arrivals 2024 – Kitchen,  organic,organic
S0004217,U001732,,2025-08-31 20:06:04,01-99-2025 25:61:00,mobile,Brazil,,EMAIL, email   
S0004218,U005561,,2025-06-05 10:40:46,2025-06-05 10:34:33,desktop,US,,google,none
S0004219,,C00108,2024-03-05 13:29:52,,mobile,usa,,google,organic
S0004220,U005374,C00494,2024-11-14 16:12:31,2024-11-14 16:13:38,mobile,Canada,Back to School 2025 – Kitchen,organic,organic
S0004221,U000682,,2024-12-17 23:07:09,2024-12-17 23:10:16,MOBILE,US,,facebook,cpc
S0004222,,,2024-08-02 19:07:03,2024-08-02 19:10:02,desktop,US ,,google,cpc
S0004223,U000408,,2025-06-09 13:20:08,2025-06-09 13:24:01,MOBILE,United States,,facebook,organic
S0004224,,,2024-12-02 22:12:24,2024-12-02 22:15:12,MOBILE,United States,,FACEBOOK,cpc
S0004225,,,2024-08-19 12:40:53,2024-08-19 12:47:41,mobile,usa,,organic,organic
S0004226,U003593,C00754,2025-12-12 06:43:57,2025-12-12 06:50:52,mobile,US   ,new arrivals 2024 – kitchen,DIRECT,none
S0004227,U006595,C00253,2025-07-25 04:58:26,2025-07-25 05:00:12,mobile,US,Cozy Home 2026 – Kitchen,direct,none
S0004228,U001802,C00101,2024-07-22 20:32:39,2024-07-22 20:38:28,mobile,US,Clearance 2025 – Bedroom,email,email
S0004229,U006174,C00136,2025-08-08 19:49:49,2025-08-08 19:55:13,mobile,US,Weekend Flash 2024 – Bedroom,google,cpc
S0004230,U002955,,2024-05-24 05:50:05,2024-05-24 05:58:32,MOBILE,CA,,referral,social
S0004231,U004232,,2024-09-09 12:39:54,2024-09-09 14:39:54,mobile,CA,,facebook  ,cpc
S0004232,U003917,,2024-02-02 10:08:20,2024-02-02 10:11:33,mobile,AU,,GOOGLE,organic
S0004233,,C00312,,2026-01-11 17:49:33,desktop,UK,Holiday Prep 2024 – Office,facebook,cpc
S0004234,U004268,,2025-12-31 06:51:18,2025-12-31 06:56:35,desktop,US,,organic,organic
S0004235,U005800,C00555,2025-06-12 18:08:17,2025-06-12 18:16:35,mobile,US,New Arrivals 2024 – Outdoor,GOOGLE,organic
S0004236,U005589,C00494,2025-11-05 22:53:12,2025-11-05 22:56:59,mobile  ,usa   ,Back to School 2025 – Kitchen,organic,organic
S0004237,U004776,C00010,2024-07-23 23:48:05,2024-07-23 23:52:42,DESKTOP,US,Back to School 2025 – Decor,google,cpc
S0004238,U006056,C00698,2025-04-10 13:03:10,2025-04-10 13:06:01,mobile,AU,,email,email
S0004239,U007018,C00685,2025-04-28 04:52:09,2025-04-28 05:00:05,mobile,US,Cozy Home 2025 – Bedroom,direct,none
S0004240,,C00163,2025-03-10 22:07:59,2025-03-10 22:14:22,desktop,US,Summer Sale 2024 – Office,GOOGLE,none
S0004241,U006235,,2024-11-30 05:02:45,2024-11-30 05:17:26,desktop,FR,,facebook,social
S0004242,U009008,C00312,2024-05-25 16:38:32,2024-05-25 16:41:47,mobile,US,Holiday Prep 2024 – Office,email ,organic
S0004243,U007241,,2024-01-30 02:36:55,2024-01-30 02:38:07,tablet,United Kingdom,,email,email
S0004244,U003588,C00477,2025-08-17 14:32:06,2025-08-17 14:39:10,mobile,AU,Clearance 2026 – Decor,google, none 
S0004245,,C00300,2024-08-01 16:46:42,2024-08-01 16:48:53,mobile,Australia,    Holiday  Prep  2026  –  Decor  ,google,none
S0004246,U007768,C00534,2025-11-31T09:00:00,2025-09-18 06:01:21,mobile,US,  Back  to  School  2024  –  Bath    ,facebook,organic
S0004247,U005237,,2025-11-13 10:51:33,2025-11-13 11:03:20,desktop,UK,,google,organic
S0004248,U004254,C00163,2025-09-12 05:00:00,2025-09-12 05:04:19,mobile,US,Summer Sale 2024 – Office,email,email
S0004249,U001532,,2025-10-11 18:11:17,2025-10-11 18:14:39,mobile,India,,google,none
S0004250,U000890,,2025-09-10 12:03:44,2025-09-10 12:06:04,tablet,US,,google,organic
S0004251,U003632,C00655,2024-10-04 05:57:45,2024-10-04 06:03:07,MOBILE,United States,Clearance 2024 – Office,referral,referral
S0004252,,C00691,2024-04-26 09:15:53,2024-04-26 09:18:03,desktop,US,Holiday Prep 2025 – Storage,FACEBOOK,social
S0004253,,,2024-11-14 16:26:38,2024-11-14 16:31:32,mobile,US,,direct,none
S0004254,,,2025-07-14 00:12:16,2025-07-14 00:14:03,desktop,US,,organic,organic
S0004255,U008313,C00496,2025-12-05 04:46:41,2025-12-05 04:48:27,desktop,US,SUMMER SALE 2024 – DECOR,facebook,social
S0004256,U003529,C00597,2024-02-14 05:32:17,2024-02-14 07:32:17,DESKTOP,US,New Arrivals 2024 – Lighting,google,cpc
S0004257,U004314,C00435,2025-06-15 10:34:34,2025-06-15 10:40:34,mobile,US,Back to School 2025 – Bedroom,facebook,cpc
S0004258,U004530,C00101,2024-02-14 18:42:35,2024-02-14 18:47:54,mobile,United States,Clearance 2025 – Bedroom,google,organic
S0004259,,C00174,2024-03-26 06:38:42,2024-03-26 06:43:55,desktop,US,Bundle & Save 2025 – Lighting,google,organic
S0004260,U009719,C00061,2025-09-22 03:36:31,,mobile,US,Summer Sale 2024 – Bedroom,google,social
S0004261,U009100,C00534,2024-06-15 14:11:54,2024-06-15 14:15:49,mobile,usa,  Back  to  School  2024  –  Bath    ,referral,referral
S0004262,U002119,C00651,2024-03-07 10:25:21,2024-03-07 10:29:11,mobile,US,BACK TO SCHOOL 2024 – DECOR,google,cpc
S0004263,U008848,C00435,2025-06-06 11:16:15,2025-06-06 11:18:46,mobile,US,Back to School 2025 – Bedroom,GOOGLE,organic
S0004264,U004772,C00441,2025-11-29 18:00:34,,tablet,BR,New Arrivals 2026 – Office,organic,social
S0004265,U009652,,2025-03-22 06:20:51,2025-03-22 06:29:08,mobile,BRAZIL,,google,none
S0004266,U001226,C00645,2024-08-16 02:00:28,2024-08-16 02:04:05,desktop,US,Bundle & Save 2024 – Decor,email,email
S0004267,,,2025-09-04 06:48:13,2025-09-04 06:53:08,desktop,    US,,google,cpc
S0004268,,,2025-10-04 17:50:40,2025-10-04 17:52:59,desktop,United States,,google,organic
S0004269,,C00059,2024-09-17 11:30:29,2024-09-17 11:31:50,desktop,US,Cozy Home 2025 – Storage,organic,ORGANIC
S0004270,U007785,,2024-06-29 04:56:27,2024-06-29 05:01:45,desktop,US,,facebook,social
S0004271,U001575,,2024-11-30 08:28:12,2024-11-30 08:35:47,mobile, US ,,google,social
S0004272,U003248,C00477,2025-05-28 04:46:12,2025-05-28 04:47:51,mobile,CA,,direct,NONE
S0004273,U001972,,2025-03-29 10:30:23,2025-03-29 10:33:02,mobile,Brazil,,email,email
S0004274,U006271,,2025-08-07 07:42:48,2025-08-07 07:49:37,desktop, US ,,organic,organic
S0004275,U008271,C00307,2024-07-16 00:59:30,2024-07-16 01:02:09,desktop,US,Back to School 2026 – Kitchen,facebook,social
S0004276,U003892,,2025-11-26 23:13:22,2025-11-26 23:19:58,mobile,US,,google,none
S0004277,U002196,C00136,2025-11-10 23:09:45,,mobile,Canada,Weekend Flash 2024 – Bedroom,organic,cpc
S0004278,U002912,,2025-01-24 04:24:02,2025-01-24 04:32:23,mobile,US,,organic,organic
S0004279,U006350,C00494,2025-07-21 08:01:17,, mobile ,UNITED STATES,Back to School 2025 – Kitchen,email,email
S0004280,U001863,C00163,2025-08-02 05:33:32,2025-08-02 05:35:53,mobile,CANADA,,organic,organic
S0004281,U006939,C00752,2025-04-27 17:43:44,2025-04-27 17:51:18,mobile ,CA ,Summer Sale 2024 – Decor,facebook,email
S0004282,,C00186,2026-01-02 04:00:58,2026-01-02 04:03:40, desktop ,US,Cozy Home 2025 – Kitchen,google,NONE
S0004283,U001811,C00218,2024-03-25 21:25:17,2024-03-25 21:28:31,mobile,US,New Arrivals 2025 – Outdoor,email,email
S0004284,U009070,C00056,2025-11-15 23:24:35,2025-11-15 23:28:42,mobile,US,,google,organic
S0004285,U005179,,2025-07-26 05:16:41,2025-07-26 05:23:41,TABLET,CA,,organic,organic
S0004286,,C00780,2025-05-07 10:09:36,2025-05-07 10:14:34,mobile,US,New Arrivals 2024 – Bedroom,organic,ORGANIC
S0004287,U006555,,2025-12-17 20:26:09,2025-12-17 20:37:53,mobile,usa,,google,social
S0004288,U006288,,2025-01-19 14:18:48,2025-01-19 14:25:35,mobile,US,,google,none
S0004289,U002735,,2024-01-31 01:02:45,2024-01-31 01:06:35,mobile,FR,,email,email
S0004290,,C00044,2024-09-27 04:50:05,2024-09-27 04:55:14,mobile,Canada,Holiday Prep 2025 – Storage,direct,none
S0004291,U006183,,2025-10-02 21:20:16,2025-10-02 21:23:30,tablet ,United States   ,,referral,NONE
S0004292,U009499,,2025-02-27 20:44:21,2025-02-27 20:45:57,mobile  ,US,,organic,social
S0004293,U005068,C00101,2024-08-18 14:03:47,2024-08-18 14:05:34,mobile, US,Clearance 2025 – Bedroom,facebook,cpc
S0004294,,C00217,2024-03-21 13:11:38,2024-03-21 13:13:10,desktop,us,,google,organic
S0004295,U007310,C00010,2024-09-20 02:58:40,2024-09-20 03:01:25,tablet,US,Back to School 2025 – Decor,GOOGLE,organic
S0004296,U001172,,2025-04-19 16:45:49,2025-04-19 16:48:14,mobile,usa,,direct,none
S0004297,U001147,C00534,2025-10-11 13:19:36,2025-10-11 13:21:50,desktop,us,  Back  to  School  2024  –  Bath    ,facebook,  cpc    
S0004298,U004867,,2024-06-10 06:00:44,2024-06-10 06:07:11,MOBILE,US,,google,organic
S0004299,,C00777,2025-03-16 21:21:59,2025-03-16 21:25:25,desktop,United States,Back to School 2024 – Outdoor,direct,social
S0004300,U006275,C00249,2024-04-20 02:51:21,,mobile,US,,google,none
S0004301,U004459,,2025-06-27 08:13:35,2025-06-27 08:18:20,mobile,us,,direct,email
S0004302,U002916,C00564,2025-12-25 21:29:13,2025-12-25 21:31:10,mobile,US,New Arrivals 2024 – Kitchen,facebook,social
S0004303,U003319,,2025-06-05 11:54:20,2025-06-05 11:48:05,desktop,US,,organic,none
S0004304,U008956,,2024-11-09 04:42:45,,mobile,US,,facebook,social
S0004305,,C00397,2024-02-07 01:59:21,2024-02-07 02:02:49, mobile ,US,Cozy Home 2025 – Decor,google,email
S0004306,,C00625,2024-04-25 05:55:25,2024-04-25 06:01:39,mobile,CA,New Arrivals 2025 – Storage   ,referral,referral
S0004307,U000321,C00101,2024-09-21 13:32:55,2024-09-21 13:41:02,desktop,United Kingdom,,organic,organic
S0004308,U009571,C00174,2024-05-14 22:08:40,2024-05-14 22:10:28,mobile,usa,Bundle & Save 2025 – Lighting,facebook,social
S0004309,U000860,C00566,2025-10-24 11:06:52,2025-10-24 11:10:56,mobile,US,New Arrivals 2024 – Storage,facebook,cpc
S0004310,,C00217,2024-03-16 15:29:41,2024-03-16 15:39:01,desktop,US,Bundle & Save 2025 – Outdoor,google,cpc
S0004311,U007918,,2025-08-12 06:22:25,2025-08-12 06:31:40,mobile,AU,,google,organic
S0004312,U002827,,2024-08-26 21:26:15,2024-08-26 21:29:46,  desktop   ,US,,facebook,cpc
S0004313,U000609,,2024-01-30 18:24:53,2024-01-30 18:27:26,mobile,United States,,google,cpc
S0004314,U009998,,2024-01-25 19:00:19,2024-01-25 19:05:00,desktop,CANADA,,direct,none
S0004315,U009299,C00765,2024-12-05 20:53:54,2024-12-05 20:59:56,mobile,MX,Bundle & Save 2025 – Outdoor,organic,social
S0004316,U003529,C00174,2025-06-16 06:43:03,2025-06-16 06:48:39,mobile,US,Bundle & Save 2025 – Lighting,google,cpc
S0004317,U004249,C00252,2024-07-23 18:38:18,2024-07-23 18:42:36,mobile,US,Bundle & Save 2025 – Office,organic,organic
S0004318,,C00044,2025-05-07 21:01:21,2025-05-07 21:03:45,desktop,CA,,direct,none
S0004319,U001100,C00193,2024-09-03 13:14:21,2024-09-03 13:17:20,tablet,US,,organic,organic
S0004320,U008759,,2025-04-12 19:30:14,2025-04-12 19:32:33,desktop,US,,google,organic
S0004321,U009283,C00281,2025-05-05 17:32:14,2025-05-05 17:32:19,mobile,US,Weekend Flash 2025 – Kitchen,GOOGLE,none
S0004322,U007556,C00056,2024-01-10 20:43:48,2024-01-10 20:45:10,desktop,US, Weekend Flash 2026 – Decor   ,organic,organic
S0004323,U009661,,2025-12-22 11:45:01,,mobile,United States,,google,organic
